businessId,name,URL
2327689-4,Jorma H Oy,http://kymppikoura.fi/
1600731-1,MAT-Service Oy,http://mat-service.fi/
2754819-9,Octomeca Oy,http://octomeca.fi/
0219299-0,Painokonehuolto A. Hartikainen Oy,http://painokonehuolto.fi/
0881293-5,PV-Muotti Oy,http://pv-muotti.com/
1569870-4,CNC-Ohjelmointi Järvenpää Oy,http://suomenmetalli.fi/
2845634-1,Tammela Robotics Oy,http://tammelarobotics.com
2440133-5,TerCo Engineering Oy,http://terco.fi/
0415248-2,VTP-hienomekaaninen Konepaja Oy,http://vtp.fi/
0643590-2,Enekos Oy,http://www.enekos.fi/
0790127-4,Helmek Oy,http://www.helmek.fi/
2589532-2,4Maint Oy,https://4maint.wordpress.com/
3183545-7,6DOF Systems Oy,https://6dofsystems.fi
1774821-8,A5 PLATE MEDIA OY,https://a5.fi/
3157344-2,Actioneco Oy,https://actioneco-one.com/
1585099-9,Adwatec Oy,https://adwatec.com/
2018125-9,AESSEAL Flow Oy,https://aesseal.fi/
1908943-9,AESSEAL Finland Oy,https://aesseal.fi/
2841899-4,Afstor Oy,https://afstor.com/
2925148-7,Agalon Oy Ab,https://agalon.fi/
2837662-4,AGRI-Biotech Oy,https://agri-biotech.fi/
0900329-1,Airia Oy,https://airia.fi
3164267-1,AIROAD OY,https://airoad.fi/
1460339-8,AJP-Tekniikka Oy,https://ajp-tekniikka.fi
2554244-7,Akaan Työvälinepalvelu Oy,https://akatools.fi/
1998495-1,All-Weather SnowTek Oy,https://allweathersnowtek.com/
1033383-7,AMADA Automation Europe Oy,https://amada-automation.eu/fi/
0984767-0,Ama-Saw Oy,https://ama-saw.fi/
3187412-2,AMT-Systems Oy,https://amt-systems.com
0216455-1,AP-Konepaja Oy,https://aptela.fi/
0915306-2,Aqua Clean Oy,https://aquaclean.fi
2589215-6,Aquamarine Robots Oy,https://aquamarinerobots.com
2875360-2,AquaPartners Oy,https://aquapartners.fi/
1563364-4,Aquapro Suomi Oy,https://aquaprosuomi.fi
0863574-8,Artekenno Oy,https://artekno.fi/
2659527-6,Artwave Surf Oy,https://artwavesurf.com/
0756595-2,Omaisuushuolto Astex Invest Oy,https://astex.fi/
0983553-0,Auraosa Oy,https://auraosa.fi/
2136742-6,Autorobot Finland Oy,https://autorobot.fi
2790001-7,Avant Wood Oy,https://avantwood.fi
1956337-2,Beneq Group Oy,https://beneqgroup.com/
1651686-1,Oplatek Oy,https://bevenic.fi/
2362683-1,Lebigem Oy,https://bigem.fi
2753388-6,Biocone Oy,https://biocone.fi
1098095-4,Biofire Oy,https://biofire.fi/
3287857-1,Blastjet Oy,https://blastjet.com/
2183219-9,Bluefors Oy,https://bluefors.com/
2929625-5,BOS Nordic Oy,https://bos.com.sg
2357638-7,Cajo Technologies Oy,https://cajo.fi
2776845-8,Carbofex Oy,https://carbofex.fi/
3099987-1,Carboner Oy,https://carboner.fi
2638536-7,Cencorp Automation Oy,https://cencorpautomation.com/
2234958-8,Ciron Oy,https://citron.fi/
2896110-2,Clewat Oy,https://clewat.com/en/
3141093-4,Consair Finland Oy,https://consair.fi/
2472903-1,Consair Oy,https://consair.fi/
1798836-9,Corob Oy,https://corob.com/
1638592-9,Costimera Oy,https://costimera.fi/
3367474-9,Customare Production Oy,https://customare.fi/
0773956-1,DCA Instruments Oy,https://dca.fi/
0549737-8,Dust Control Systems Oy,https://dcs.fi/
0857581-0,DeMACH Oy,https://demach.fi/
3095229-9,DeveloX Oy,https://develox.fi/
2221862-5,Dewaco Oy,https://dewaco.fi/
0621458-7,DEWACO OY,https://dewaco.fi/
0884345-9,Diopteri Oy,https://diopteri.fi/
3130259-7,Done Robotics Ab Oy,https://doneenterprises.fi/
2800894-4,Ecohel Oy,https://econel.fi/
1605716-7,Oy Ecopulp Ltd,https://ecopulp.fi/
2683281-7,Ecosir Group Oy,https://ecosir.com
3153199-8,EWK Finland Oy,https://ecoweedkiller.com
2918416-5,Oy Egas Finland Ltd,https://egasenergy.fi
0366372-3,E Kangas Oy,https://ekangas.fi
2561144-9,Eko-Erotus Oy,https://ekoerotus.fi
1543891-0,Ekowell Oy,https://ekowell.com/
0666986-4,Elokuvakonepaja Oy,https://elokuvakonepaja.com
2841894-3,Elstor Oy,https://elstor.fi/
2674622-2,Endeas Oy,https://endeas.fi/
2016260-5,Eppos Oy,https://eppos.fi
0100623-6,Esteri Pesulakoneet Oy,https://esteri.com
2693412-7,Etelä-Suomen Konepaja Oy,https://etela-suomenkonepaja.fi/
1893921-9,Extor Oy,https://extor.fi/
0836662-1,Extron Engineering Oy,https://extron.fi
0297806-1,Fastbind Maping Oy,https://fastbind.com/
1507705-1,Fastems Oy Ab,https://fastems.com/
0974709-8,Finerko Oy,https://fenerko.fi
3157269-3,FerroPower Oy,https://ferropower.fi
2901161-9,Ferrotech Oy,https://ferrotech.fi/
1970711-0,Fibratus Oy,https://fibratus.fi/
3147471-9,Ficon Oy,https://ficon.fi
2004466-8,Ficon Oy,https://ficon.fi/fi/
2044123-3,Finn-Form Oy,https://finnform.fi
2069112-8,Finnomec Oy,https://finnomec.fi/
3243106-7,FlowGait Oy,https://flowgait.com
3115273-6,Flowless Oy,https://flowless.fi/
1527254-3,Forsis Oy,https://forsis.fi
3097476-2,GA Products Oy,https://gaproducts.fi
2134727-3,Geonex Oy,https://geonex.fi/
2201216-8,OM-Tekniikka Oy,https://geos.fi
2699693-4,Ginolis Tools Oy,https://ginolis.com/
3348971-1,GlassAI Oy,https://glassai.net
1110395-3,Glaston Finland Oy,https://glaston.net/
2838995-1,Glaston Emerging Technologies Oy,https://glaston.net/fi
3173758-2,Gold Tech Oy,https://goldtech.fi/
3020799-3,Grinders Finland Oy,https://grinders.fi/
1839386-9,Hesesteel Oy,https://hesesteel.fi/
2588058-5,Oy Equine Innovations Ltd,https://hevoskeksinnot.fi/
2591156-4,Hicut Oy,https://hicut.fi
3086990-3,Horse Haytec Oy,https://horsehaytec.com/
3201533-8,Huumo Engineering Oy,https://huumo.fi/
3108281-1,Hycamite TCD Technologies Oy,https://hycamite.com
1848947-3,Kurikan Hykoteam Oy,https://hyvakone.com
0714215-9,Idea Machine Oy,https://ideamachine.fi/
2314870-2,I-Kone Oy,https://i-kone.fi/
0159469-9,I-Kone Oy,https://i-kone.fi/
1043512-0,IK-Palvelut Oy,https://ikpalvelut.fi/
3323057-4,IzenIQ Oy,https://iml.fi
2748344-4,Innorent Production Oy,https://innorent.fi
2482697-4,IPI medicine tech Oy,https://ipimedicinetech.com
3118513-2,IP-Kenttäkalusto Oy,https://ipkk.fi/
2723841-4,IXOLIFT Oy,https://ixolift.com
1078309-6,Järnberg-Automaatio Oy,https://j-a.fi
2467108-7,JAK-METALLI OY,https://jak.fi
3164747-2,Konepaja Jamet Oy,https://jamet.fi/
2689974-7,Jarobo Solutions Oy,https://jarobo.fi
1859510-2,Jartek Oy,https://jartek.fi/
1859513-7,Jartek Invest Oy,https://jartek.fi/
3163516-4,Saimaa Jätevex Oy,https://jatevex.fi/
3122234-3,Jestron Automation Finland Oy,https://jestronautomation.fi
3105615-4,Jestron Cobotics Oy,https://jestroncobotics.fi
1617500-8,Factotel Oy,https://jetair.fi/
2792302-4,JMC Solutions Oy,https://jmcengine.fi/
1106368-0,JMC Engine Oy,https://jmcengine.fi/
3087147-2,JMFACTORY OY,https://jmfactory.fi
3327196-6,Jambak Oy,https://jostec.fi
2302138-1,Jostec Oy,https://jostec.fi/
0350706-9,Jostec Oy,https://jostec.fi/
0710601-9,JOT Automation Oy,https://jotautomation.com/
2948949-5,JP-Cover Oy Ltd,https://jproller.fi/
2161684-0,JPT-Industria Oy,https://jpt.fi/
2189345-0,JTN-Mekan Oy,https://jtn-mekan.com
2764635-4,Jumeva Oy,https://jumeva.fi/
2111958-8,Kaptas Oy,https://kaptas.fi
1014992-5,Kasins Oy,https://kasins.fi
0518444-3,Keracomp Oy,https://keracomp.fi
3109099-3,Kiesitech Oy,https://kiesitech.fi/
2498353-1,Kone Kuusisto Oy,https://konekuusisto.fi
1928131-6,Konepaja Aho Oy,https://konepajaaho.fi/
1799953-5,Konepaja Laikko Oy,https://konepajalaikko.fi/
0110175-1,Koneteollisuus Oy,https://koneteollisuus.fi/
1007628-7,Kongsberg Maritime Finland OY,https://kongsberg.com/
2202932-2,EPE-Automation Oy,https://kotipalvelujade.fi
0656327-7,Keski-Suomen Koneistamo Oy,https://kskoneistamo.com/
1971413-4,KTA Paper Oy,https://kta.fi/
2877429-4,Kurko Crane Oy Ltd,https://kurkocrane.com
2915874-1,Lahti Glass Technology Oy,https://lahti-glass.fi/
0634322-3,Laitex Oy,https://laitex.fi
2624427-3,Langh Service Oy Ab,https://langhship.fi/
2727552-2,Langh Tech Oy Ab,https://langhtech.com/
1043555-0,Larikka Oy,https://larikka.com
1890109-3,Latek Oy,https://latec.fi/
2071450-2,LCP Industry Oy,https://lcp.fi
3254330-9,Lean Pulp Oy,https://leanpulp.com/
1739898-3,Linjalaite OY,https://linjalaite.fi/
2536719-1,Logister Group Oy,https://logister.fi/
3229719-5,Lumineq Oy,https://lumineq.com/
2607262-7,Magsort Oy,https://magsort.com/
1657753-3,Maillefer Extrusion Oy,https://maillefer.net/
1087688-2,Majavan Metalli Oy,https://majava.fi/
3094753-7,Mecalift Oy,https://meclift.fi
0413615-9,Oy Meclift Ltd,https://meclift.fi
2900570-2,MekaFluid Oy,https://mekafluid.fi/
2812939-1,Mekorak Engineering Oy,https://mekorak.fi
3128609-9,Memoera Oy,https://memoera.fi
2181081-1,Metecno Oy,https://metecno.fi
3351947-4,Metecno Oy,https://metecno.fi/
0145952-6,Metsi Oy,https://metsi.fi
1740067-6,Microbot Oy,https://microbot.fi
2236318-7,Mietko Oy,https://mietko.fi/
0976133-2,Miilux Oy,https://miilux.fi
2878727-1,Mixan Tecno Oy,https://mixantecno.fi/
2804565-7,MK KINETICS Oy,https://mk-kinetics.fi
3196962-3,JH Joint Venture Oy Ab,https://modulejoint.com
3143896-1,Marttiini Metal Oy,https://mrttiltrotator.fi/
1702502-8,Marttiini Metal Oy,https://mrttiltrotator.fi/
2820260-8,Calefa Technologies Oy,https://mtp-oy.fi
2707564-3,Malliveistämö Muotopuoli Oy,https://muotopuoli.fi/
3148747-2,Pura betonimuotti Oy,https://muotti.com
3227148-9,Natural Dynamics Oy,https://naturaldynamics.fi/
2914921-2,NB Solutions Oy,https://nbsolutions.fi/en/
3319809-2,Northlight Defence and Rescue Industries Oy (NDR-Industries).,https://ndr-industries.com
2736234-3,Nekos Oy,https://nekos.fi/
2081705-0,NewIcon Oy,https://newicon.fi
0616453-2,Nipema Oy,https://nipema.fi
0913479-3,Dynamic Stage Systems - DSS Oy,https://nordicstages.fi/
1654054-6,Norin Saha Oy,https://norinsaha.fi/
3324234-8,Normaco Finland Oy,https://normaco-tools.com/
0849319-6,Octomeca Oy,https://octomeca.fi/
3405555-2,OliOil Oy,https://olioil.io/
2532923-2,Online HPLC Oy,https://onlinehplc.com
2723256-5,Javli Oy,https://orbitwinder.com
3014769-5,Ori Solution Oy,https://orisolution.com
1786890-6,Osateos Oy,https://osateos.fi/
3385527-5,Otawave Robotics Oy,https://otawave.com/
0112344-0,Ovitor Oy,https://ovitor.fi
3375733-3,PaRAS Aqua Oy,https://parasaqua.fi
0871225-6,Peikko Technology Center Oy,https://peikko.fi/
0478952-0,Peltolan Metalli Oy,https://peltolanmetalli.fi
0621538-7,Pesutekno Oy,https://pesutekno.fi/
2299125-5,Oy Petsmo Products Ab,https://petsmoproducts.fi/
1026318-9,Peverk OY,https://peverk.fi
2791082-1,Picote Solutions Oy Ltd,https://picotesolutions.com
1806437-9,Oy PME-Trading Ltd,https://pme-trading.com/
0745345-9,Tamflow Oy,https://pns.fi/
3233258-7,Pronor Mechanic Oy,https://pronormechanic.fi/
3001465-7,Oy ProTCorb Ab,https://protcorb.fi/
2291889-1,Proxion Tech Oy,https://proxion.fi
3184663-1,PUHI OY,https://puhi.fi/
0986669-5,Purso-Tools Oy,https://purso-tools.fi/
2953784-8,QuattroX Oy,https://quattrox.fi
1945243-7,Raiselift Oy,https://raiselift.fi
0935408-3,Insinööritoimisto Rantek Oy,https://rantek.fi/
0167223-9,Rautaseiska Oy,https://rautaseiska.fi
2612795-8,Refinec Oy,https://refinec.fi
2679305-3,Retema Oy,https://retema.fi
2939514-9,RH harvesting Oy,https://rh-harvesting.fi/
0755929-6,Ring-Jet Oy,https://ringjet.fi
2847998-1,Robotech Oy,https://robotech.fi
1969879-5,Robotmation Oy,https://robotmation.fi/
3009489-6,RT Robottitekniikka OY,https://robottitekniikka.fi
1652932-0,Rollresearch International Oy,https://rollresearch.fi
2696061-6,RollTest Measurements and Controls Oy,https://rolltestmc.com
0681178-7,Rosendahl Nextrom Oy,https://rosendahlnextrom.com/
2789878-9,Rotozi Oy,https://rotozi.fi
0162133-5,Roxia Oy,https://roxia.com
3156283-1,Saalasti Finland Oy,https://saalasti.com/
0297535-4,Saalasti Oy,https://saalasti.com/fi/
3212484-1,SafePro Oy,https://safepro.fi/
0797324-3,Sail-Steel Oy,https://sailtech.fi/
2499072-3,SamSteel OY,https://samsteel.fi/
2474572-8,Saraka Oy,https://saraka.com
2552063-5,Finn-Savotta Systems Oy,https://savottasystems.fi
1025515-4,Siipotec Oy,https://siipotec.fi/
2956914-5,Sones Oy,https://sones.fi/
2926313-8,Sonotecc Oy,https://sonotecc.com
3087677-5,Stairon Group Oy,https://stairon.fi/
2265580-9,Stairon Oy,https://stairon.fi/
3445798-1,Stargate Hydrogen Finland Oy,https://stargatehydrogen.com/
2184203-9,SteamMotor Finland Oy Ab Ltd,https://steammotor.fi
3270056-2,SteelLeanel Oy,https://steelleanel.com/
1612737-2,Steerprop Oy,https://steerprop.com/
2132009-7,Protopaja Oy,https://stera.com/
2929376-7,Sukituskontti oy,https://sukitusykkoset.fi/
3110891-1,Sunrob Packaging Oy,https://sunrob.com
2917479-2,Sunstorm Oy,https://sunstorm.fi
2279150-1,HEGLA TaiFin Glass Machinery Oy,https://taifin.com
3411713-5,Tallijalokivi Oy,https://tallijalokivi.fi
1043549-7,Tammermatic Oy,https://tammermatic.com/
1864769-7,Insinööritoimisto Tampereen Hienomekaniikka Oy,https://tampereenhienomekaniikka.fi/
1864294-1,Tanacorp Oy,https://tana.fi/fi/
0917958-8,Tanreco Oy,https://tanreco.fi/
3251758-1,Tech-ant Oy,https://tech-ant.fi
2875437-3,Technobug Oy,https://technobugoy.wordpress.com/
2542187-2,Tekno-Ants Oy,https://teknoants.fi
0982401-4,Teknoscale Oy,https://teknoscale.com/
3157321-5,Telastar Oy,https://telastar.fi/
1060222-4,Teräsrakenne J. Haapio Oy,https://terasrakennehaapio.fi/
3279814-1,Termix Oy,https://termix.fi/
2374114-3,Tieseiska Oy,https://tieseiska.fi/
1637388-0,Toijala Works Oy,https://toijalaworks.fi
2472232-3,Tormets Oy,https://tormets.fi/
0451192-4,Tormets Oy,https://tormets.fi/
0566447-1,TP-Stokeri Oy,https://tp-stokeri.fi
3270396-6,Trameta Oy,https://trameta.fi/
0928526-8,Trameta Oy,https://trameta.fi/
3298600-3,Tredax Ab,https://tredax.fi/
1572379-7,Tretekno Oy,https://tretekno.fi
2186651-6,TriAnna Oy,https://triana.fi/
1509803-9,TRV-Osat Oy,https://trv-osat.fi/
0797571-6,Turun Asennusteam Oy,https://turun-at.fi/
0719653-6,Twoy Engineering Oy,https://twoy.fi
2549410-7,TyTec Oy,https://tytec.fi/
0933067-1,Uutechnic Oy,https://utgmix.com/fi/
2708799-4,Uutechnic Oy,https://uutechnicgroup.fi
0749606-1,Valoe Oyj,https://valoe.com
2182801-8,VMS-Innovations OY,https://valtonenmotorsport.com
2712062-7,Veimart Oy,https://veimart.fi/
3163144-6,Versa Module Oy,https://versamodule.pro/
0727303-6,V. Hakkarainen Oy,https://vhakkarainen.fi/
0952092-6,Viitos-Metalli Oy,https://viitos-metalli.fi/
1106143-1,Volter Oy,https://volter.fi
2345684-4,Wapulec Oy,https://wapulec.com
3144534-4,wControl Oy,https://wcontrol.eu
0721696-3,Westem Oy,https://westem.fi/
3242250-7,WestWind Oy,https://west-wind.fi/
3123889-8,Wide Clean Oy,https://wideclean.fi
3315472-7,Windbellows Oy,https://windbellows.com
0584042-0,Autorobot Finland Oy,https://www.autorobot.fi/
0695040-2,BWT Separtec Oy,https://www.bwt.com/
0666993-6,THK-Engineering Oy,https://www.drivetec.fi/
0499300-3,Formeca Oy,https://www.formeca.fi/
0580218-4,Hydol Oy,https://www.hydol.fi/
3414994-6,International Innovation Network Oy,https://www.ii-network.com/
0667050-7,Ipeka Automation Oy,https://www.ipeka.com/
0652341-9,Jartek Mekano Oy,https://www.jartek.fi/
0666580-4,Jehitek Oy,https://www.jehitek.fi/
0555008-7,Industri-Textil Job Oy,https://www.jobgroup.se/
2790693-7,Lapela Technology Oy,https://www.lapela.fi/
0882509-0,Mirion Technologies (RADOS) Oy,https://www.mirion.com/
0894764-5,Pohjaranta Oy,https://www.pohjaranta.fi/
1076477-6,Tuomo Halonen Oy,https://www.porssitieto.fi/scripo/halonen.shtml
1620199-0,Procemex Oy,https://www.procemex.com/
0557560-4,Rannan Teollisuuskone Oy,https://www.rannanteollisuuskone.fi/
0882659-5,Mecano Group Oy,https://www.raute.fi/
0620743-2,Sasmetor Oy,https://www.sasmetor.fi/
3251960-8,Siipotec Oy,https://www.siipotec.fi/
0306326-9,Teca Oy,https://www.teca.fi/
2805378-8,Teollisuuspalvelu Uotila Oy,https://www.tepau.fi/
0750488-5,Yaskawa Finland Oy,https://yaskawa.eu
0982402-2,Foilpoint Oy,https://zoppasindustries.fi
